ccname,year,ccode,idacr,leader,exit,v2x_libdem,v2x_libdem_codehigh,v2x_libdem_codelow,regime.spell,TENURE,SignPTA,NegPTA,DICT,poleff,reelection,allhouse,GDPpercapita,PTS_A.x,DEMDUR,AUTODUR,GDPgrowth
Argentina,2007,160,ARG,Fernandez de Kirchner,1,0.63,0.68,0.56,democracy,1,0,0,0,0,NA,1,9830.68092,2,24,0,9.01
Argentina,2007,160,ARG,Nestor Kirchner,1,0.63,0.68,0.56,democracy,5,1,0,0,0,NA,1,9830.68092,2,24,0,9.01
Argentina,2008,160,ARG,Fernandez de Kirchner,1,0.62,0.68,0.57,democracy,2,0,0,0,0,NA,1,10125.12627,2,25,0,4.06
Argentina,2009,160,ARG,Fernandez de Kirchner,1,0.62,0.68,0.56,democracy,3,0,0,0,0,NA,0,9428.502541,2,26,0,-5.92
Argentina,2010,160,ARG,Fernandez de Kirchner,1,0.6,0.66,0.52,democracy,4,0,0,0,0,NA,0,10276.2605,2,27,0,10.13
Argentina,2011,160,ARG,Fernandez de Kirchner,1,0.61,0.66,0.54,democracy,5,0,0,0,0,1,0,10780.01566,2,28,0,6
Argentina,2012,160,ARG,Fernandez de Kirchner,1,0.61,0.66,0.56,democracy,6,0,0,0,0,NA,0,10557.88539,1,29,0,-1.03
Argentina,2013,160,ARG,Fernandez de Kirchner,1,0.61,0.66,0.55,democracy,7,0,0,0,0,NA,0,10699.19772,NA,30,0,2.41
Argentina,2014,160,ARG,Fernandez de Kirchner,1,0.61,0.68,0.55,democracy,8,0,0,0,0,NA,0,10323.20694,3,31,0,-2.51
Argentina,2015,160,ARG,Mauricio Macri,-888,0.6,0.66,0.55,democracy,1,0,0,0,0,NA,0,10498.59253,2,32,0,2.73
Argentina,2015,160,ARG,Fernandez de Kirchner,1,0.6,0.66,0.55,democracy,9,0,0,0,0,NA,0,10498.59253,2,32,0,2.73
Bahrain,1995,692,BAH,Isa Ibn Al-Khalifah,2, NA , NA , NA ,dictatorship,25,0,0,1,2,NA,NA,21910.23988,4,0,25,3.93
Bahrain,1996,692,BAH,Isa Ibn Al-Khalifah,2, NA , NA , NA ,dictatorship,26,0,0,1,1,NA,NA,22220.68291,4,0,26,4.11
Bahrain,1997,692,BAH,Isa Ibn Al-Khalifah,2, NA , NA , NA ,dictatorship,27,0,0,1,1,NA,NA,22281.79511,2,0,27,3.09
Bahrain,1998,692,BAH,Isa Ibn Al-Khalifah,2, NA , NA , NA ,dictatorship,28,0,0,1,1,NA,NA,22634.88847,2,0,28,4.79
Bahrain,1999,692,BAH,Isa Ibn Al-Khalifah,2, NA , NA , NA ,dictatorship,29,0,0,1,0,NA,NA,22760.98699,2,0,29,4.3
Bahrain,1999,692,BAH,Hamad Isa Ibn Al-Khalifah,-888, NA , NA , NA ,dictatorship,1,0,0,1,0,NA,NA,22760.98699,2,0,29,4.3
Bahrain,2000,692,BAH,Hamad Isa Ibn Al-Khalifah,-888, NA , NA , NA ,dictatorship,2,0,0,1,0,NA,NA,22955.09349,2,0,30,5.3
Bahrain,2001,692,BAH,Hamad Isa Ibn Al-Khalifah,-888, NA , NA , NA ,dictatorship,3,0,0,1,0,NA,NA,22416.08185,1,0,31,2.49
Bahrain,2002,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.08,0.09,0.07,dictatorship,4,0,1,1,0,NA,NA,22038.3312,2,0,32,3.61
Bahrain,2003,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.1,0.11,0.08,dictatorship,5,0,0,1,0,NA,NA,22058.76333,1,0,33,6.02
Bahrain,2004,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.09,0.11,0.08,dictatorship,6,1,1,1,0,NA,NA,22144.47339,1,0,34,6.98
Bahrain,2005,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.1,0.11,0.08,dictatorship,7,0,0,1,0,NA,NA,22066.07113,2,0,35,6.77
Bahrain,2006,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.1,0.12,0.09,dictatorship,8,0,1,1,0,NA,NA,21796.01514,2,0,36,6.47
Bahrain,2007,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.11,0.13,0.09,dictatorship,9,0,1,1,0,NA,NA,21838.07457,2,0,37,8.29
Bahrain,2008,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.11,0.13,0.09,dictatorship,10,0,0,1,0,NA,NA,21563.65067,2,0,38,6.25
Bahrain,2009,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.11,0.13,0.09,dictatorship,11,0,0,1,0,NA,NA,20797.00522,2,0,39,2.54
Bahrain,2010,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.11,0.12,0.09,dictatorship,12,0,0,1,1,NA,NA,20722.10389,2,0,40,4.33
Bahrain,2011,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.09,0.1,0.07,dictatorship,13,0,0,1,2,NA,NA,20514.75639,3,0,41,1.98
Bahrain,2012,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.07,0.08,0.05,dictatorship,14,0,0,1,3,NA,NA,20921.19971,3,0,42,3.73
Bahrain,2013,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.06,0.08,0.05,dictatorship,15,0,0,1,3,NA,NA,21799.65217,NA,0,43,5.42
Bahrain,2014,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.06,0.08,0.05,dictatorship,16,0,0,1,3,NA,NA,22390.68285,3,0,44,4.35
Bahrain,2015,692,BAH,Hamad Isa Ibn Al-Khalifah,-888,0.06,0.07,0.04,dictatorship,17,0,0,1,3,NA,NA,22436.20753,4,0,45,2.86
Belarus,1995,370,BLR,Lukashenko,-888,0.39,0.43,0.33,democracy,2,0,0,0,1,NA,0,2024.694736,2,7,0,-10.4
Belarus,1996,370,BLR,Lukashenko,-888,0.24,0.28,0.21,democracy,3,0,0,0,1,NA,0,2088.351553,2,8,0,2.8
Belarus,1997,370,BLR,Lukashenko,-888,0.15,0.18,0.13,dictatorship,4,0,0,1,1,NA,NA,2336.311677,3,0,1,11.4
Belarus,1998,370,BLR,Lukashenko,-888,0.15,0.17,0.13,dictatorship,5,0,0,1,2,NA,NA,2544.634654,2,0,2,8.4
Belarus,1999,370,BLR,Lukashenko,-888,0.13,0.15,0.11,dictatorship,6,0,0,1,2,NA,NA,2642.242333,2,0,3,3.4
Belarus,2000,370,BLR,Lukashenko,-888,0.12,0.14,0.11,dictatorship,7,0,0,1,2,NA,NA,2808.693996,3,0,4,5.8
Belarus,2001,370,BLR,Lukashenko,-888,0.1,0.12,0.09,dictatorship,8,0,0,1,2,NA,NA,2956.540618,2,0,5,4.73
Belarus,2002,370,BLR,Lukashenko,-888,0.1,0.11,0.08,dictatorship,9,0,0,1,2,NA,NA,3125.538912,3,0,6,5.05
Belarus,2003,370,BLR,Lukashenko,-888,0.1,0.11,0.08,dictatorship,10,0,0,1,2,NA,NA,3369.172108,2,0,7,7.04
Belarus,2004,370,BLR,Lukashenko,-888,0.1,0.12,0.08,dictatorship,11,0,0,1,2,NA,NA,3780.636232,3,0,8,11.45
Belarus,2005,370,BLR,Lukashenko,-888,0.1,0.11,0.08,dictatorship,12,0,0,1,2,NA,NA,4164.362013,3,0,9,9.4
Belarus,2006,370,BLR,Lukashenko,-888,0.09,0.1,0.08,dictatorship,13,0,0,1,2,NA,NA,4608.932088,3,0,10,10
Belarus,2007,370,BLR,Lukashenko,-888,0.09,0.11,0.08,dictatorship,14,0,0,1,2,NA,NA,5028.320019,2,0,11,8.6
Belarus,2008,370,BLR,Lukashenko,-888,0.1,0.11,0.08,dictatorship,15,0,0,1,2,NA,NA,5560.381904,3,0,12,10.2
Belarus,2009,370,BLR,Lukashenko,-888,0.1,0.11,0.08,dictatorship,16,0,0,1,2,NA,NA,5583.938524,2,0,13,0.2
Belarus,2010,370,BLR,Lukashenko,-888,0.09,0.1,0.08,dictatorship,17,0,1,1,2,NA,NA,6029.3968,2,0,14,7.79
Belarus,2011,370,BLR,Lukashenko,-888,0.1,0.11,0.08,dictatorship,18,0,1,1,2,NA,NA,6375.345039,2,0,15,5.54
Belarus,2012,370,BLR,Lukashenko,-888,0.09,0.11,0.08,dictatorship,19,0,0,1,2,NA,NA,6491.673382,2,0,16,1.73
Belarus,2013,370,BLR,Lukashenko,-888,0.1,0.12,0.09,dictatorship,20,0,0,1,2,NA,NA,6557.106572,NA,0,17,1.02
Belarus,2014,370,BLR,Lukashenko,-888,0.11,0.12,0.09,dictatorship,21,0,0,1,1,NA,NA,6664.097249,2,0,18,1.72
Belarus,2015,370,BLR,Lukashenko,-888,0.1,0.11,0.08,dictatorship,22,0,0,1,1,NA,NA,6398.689735,2,0,19,-3.83
Bolivia,1995,145,BOL,Gonzalo Sanchez de Lozada,1,0.51,0.57,0.46,democracy,3,0,0,0,2,NA,0,1504.396744,NA,14,0,4.68
Bolivia,1996,145,BOL,Gonzalo Sanchez de Lozada,1,0.51,0.57,0.46,democracy,4,1,1,0,2,NA,0,1539.344885,NA,15,0,4.36
Bolivia,1997,145,BOL,Banzer Suarez,2.1,0.54,0.58,0.48,democracy,1,0,0,0,2,NA,0,1584.117204,NA,16,0,4.95
Bolivia,1997,145,BOL,Gonzalo Sanchez de Lozada,1,0.54,0.58,0.48,democracy,5,0,0,0,2,NA,0,1584.117204,NA,16,0,4.95
Bolivia,1998,145,BOL,Banzer Suarez,2.1,0.54,0.6,0.48,democracy,2,0,0,0,2,NA,0,1631.574881,NA,17,0,5.03
Bolivia,1999,145,BOL,Banzer Suarez,2.1,0.56,0.61,0.51,democracy,3,0,0,0,1,NA,0,1607.21011,NA,18,0,0.43
Bolivia,2000,145,BOL,Banzer Suarez,2.1,0.55,0.59,0.51,democracy,4,0,0,0,0,NA,0,1616.539156,NA,19,0,2.51
Bolivia,2001,145,BOL,Banzer Suarez,2.1,0.55,0.59,0.5,democracy,5,0,0,0,0,NA,0,1613.410823,NA,20,0,1.68
Bolivia,2001,145,BOL,Jorge Quiroga Ramirez,1,0.55,0.59,0.5,democracy,1,0,0,0,0,NA,0,1613.410823,NA,20,0,1.68
Bolivia,2002,145,BOL,Jorge Quiroga Ramirez,1,0.54,0.58,0.48,democracy,2,0,0,0,0,NA,0,1623.518787,NA,21,0,2.49
Bolivia,2002,145,BOL,Gonzalo Sanchez de Lozada,1,0.54,0.58,0.48,democracy,1,0,0,0,0,NA,0,1623.518787,NA,21,0,2.49
Bolivia,2003,145,BOL,Carlos Mesa,1,0.55,0.62,0.51,democracy,1,0,0,0,0,NA,0,1637.80851,NA,22,0,2.71
Bolivia,2003,145,BOL,Gonzalo Sanchez de Lozada,1,0.55,0.62,0.51,democracy,2,0,1,0,0,NA,0,1637.80851,NA,22,0,2.71
Bolivia,2004,145,BOL,Carlos Mesa,1,0.55,0.61,0.49,democracy,2,1,1,0,0,NA,0,1676.227947,NA,23,0,4.17
Bolivia,2005,145,BOL,Carlos Mesa,1,0.56,0.62,0.52,democracy,3,0,0,0,1,NA,0,1720.099032,NA,24,0,4.42
Bolivia,2005,145,BOL,Enrique Rodriguez,1,0.56,0.62,0.52,democracy,1,0,0,0,1,NA,0,1720.099032,NA,24,0,4.42
Bolivia,2006,145,BOL,Enrique Rodriguez,1,0.49,0.53,0.43,democracy,2,0,0,0,1,NA,0,1771.946897,NA,25,0,4.8
Bolivia,2006,145,BOL,Juan Morales,-888,0.49,0.53,0.43,democracy,1,0,0,0,1,NA,0,1771.946897,NA,25,0,4.8
Bolivia,2007,145,BOL,Juan Morales,-888,0.48,0.53,0.42,democracy,2,0,0,0,1,NA,0,1821.79722,NA,26,0,4.56
Bolivia,2008,145,BOL,Juan Morales,-888,0.46,0.5,0.38,democracy,3,0,0,0,1,NA,0,1901.899802,NA,27,0,6.15
Bolivia,2009,145,BOL,Juan Morales,-888,0.46,0.52,0.4,democracy,4,0,0,0,1,NA,0,1933.740102,NA,28,0,3.36
Bolivia,2010,145,BOL,Juan Morales,-888,0.43,0.49,0.39,democracy,5,0,0,0,1,1,1,1981.160705,NA,29,0,4.13
Bolivia,2011,145,BOL,Juan Morales,-888,0.43,0.5,0.4,democracy,6,0,0,0,1,NA,1,2051.152292,NA,30,0,5.2
Bolivia,2012,145,BOL,Juan Morales,-888,0.44,0.5,0.37,democracy,7,0,0,0,1,NA,1,2122.384564,NA,31,0,5.12
Bolivia,2013,145,BOL,Juan Morales,-888,0.41,0.44,0.34,democracy,8,0,0,0,1,NA,1,2231.477241,NA,32,0,6.8
Bolivia,2014,145,BOL,Juan Morales,-888,0.4,0.44,0.34,democracy,9,0,0,0,1,NA,1,2317.257186,NA,33,0,5.46
Bolivia,2015,145,BOL,Juan Morales,-888,0.39,0.43,0.35,democracy,10,0,0,0,1,NA,1,2392.983973,NA,34,0,4.86
Bosnia and Herzegovina,1995,346,BOS,Izetbegovic,2.1,0.06,0.07,0.05,no authority,6,0,0,2,1,NA,NA,866.9406721,5,0,0,20.8
Bosnia and Herzegovina,1996,346,BOS,Izetbegovic,2.1,0.13,0.15,0.11,no authority,7,0,0,2,1,NA,NA,1665.595366,3,0,0,88.96
Bosnia and Herzegovina,1997,346,BOS,Izetbegovic,2.1,0.22,0.24,0.19,no authority,8,0,0,2,1,NA,NA,2255.057369,4,0,0,34.39
Bosnia and Herzegovina,1998,346,BOS,Radisic,1,0.23,0.25,0.2,no authority,1,0,0,2,1,NA,NA,2608.198841,3,0,0,15.6
Bosnia and Herzegovina,1998,346,BOS,Izetbegovic,2.1,0.23,0.25,0.2,no authority,9,0,0,2,1,NA,NA,2608.198841,3,0,0,15.6
Bosnia and Herzegovina,1999,346,BOS,Jelavic,1,0.24,0.26,0.22,no authority,1,0,0,2,1,NA,NA,2852.021041,3,0,0,9.6
Bosnia and Herzegovina,1999,346,BOS,Radisic,1,0.24,0.26,0.22,no authority,2,0,0,2,1,NA,NA,2852.021041,3,0,0,9.6
Bosnia and Herzegovina,2000,346,BOS,Izetbegovic,2.1,0.26,0.28,0.23,no authority,1,0,0,2,1,NA,NA,3002.820841,3,0,0,5.5
Bosnia and Herzegovina,2000,346,BOS,Jelavic,1,0.26,0.28,0.23,no authority,2,0,0,2,1,NA,NA,3002.820841,3,0,0,5.5
Bosnia and Herzegovina,2000,346,BOS,Radisic,1,0.26,0.28,0.23,no authority,1,0,0,2,1,NA,NA,3002.820841,3,0,0,5.5
Bosnia and Herzegovina,2001,346,BOS,Radisic,1,0.28,0.3,0.25,no authority,2,0,0,2,1,NA,NA,3131.139402,3,0,0,4.4
Bosnia and Herzegovina,2001,346,BOS,Krizanovic,1,0.28,0.3,0.25,no authority,1,0,0,2,1,NA,NA,3131.139402,3,0,0,4.4
Bosnia and Herzegovina,2002,346,BOS,Sarovic,1,0.27,0.29,0.25,no authority,1,0,0,2,1,NA,NA,3293.140249,2,0,0,5.3
Bosnia and Herzegovina,2002,346,BOS,Krizanovic,1,0.27,0.29,0.25,no authority,2,0,0,2,1,NA,NA,3293.140249,2,0,0,5.3
Bosnia and Herzegovina,2002,346,BOS,Belkic,1,0.27,0.29,0.25,no authority,1,0,0,2,1,NA,NA,3293.140249,2,0,0,5.3
Bosnia and Herzegovina,2003,346,BOS,Sarovic,1,0.28,0.31,0.26,no authority,2,0,0,2,1,NA,NA,3421.748431,2,0,0,4
Bosnia and Herzegovina,2003,346,BOS,Borislav Paravac,1,0.28,0.31,0.26,no authority,1,0,0,2,1,NA,NA,3421.748431,2,0,0,4
Bosnia and Herzegovina,2003,346,BOS,Dragan Covic,1,0.28,0.31,0.26,no authority,1,0,0,2,1,NA,NA,3421.748431,2,0,0,4
Bosnia and Herzegovina,2004,346,BOS,Borislav Paravac,1,0.28,0.3,0.26,no authority,1,0,0,2,1,NA,NA,3628.51644,2,0,0,6.1
Bosnia and Herzegovina,2004,346,BOS,Sulejman Tihic,1,0.28,0.3,0.26,no authority,1,0,0,2,1,NA,NA,3628.51644,2,0,0,6.1
Bosnia and Herzegovina,2004,346,BOS,Dragan Covic,1,0.28,0.3,0.26,no authority,2,0,0,2,1,NA,NA,3628.51644,2,0,0,6.1
Bosnia and Herzegovina,2005,346,BOS,Borislav Paravac,1,0.28,0.3,0.26,no authority,2,0,0,2,1,NA,NA,3946.056679,2,0,0,8.76
Bosnia and Herzegovina,2005,346,BOS,Miro Jovic,1,0.28,0.3,0.26,no authority,1,0,1,2,1,NA,NA,3946.056679,2,0,0,8.76
Bosnia and Herzegovina,2006,346,BOS,Radmanovic,1,0.28,0.31,0.25,no authority,1,0,0,2,1,NA,NA,4160.563103,2,0,0,5.38
Bosnia and Herzegovina,2006,346,BOS,Miro Jovic,1,0.28,0.31,0.25,no authority,2,0,0,2,1,NA,NA,4160.563103,2,0,0,5.38
Bosnia and Herzegovina,2006,346,BOS,Sulejman Tihic,1,0.28,0.31,0.25,no authority,1,0,0,2,1,NA,NA,4160.563103,2,0,0,5.38
Bosnia and Herzegovina,2007,346,BOS,Radmanovic,1,0.28,0.31,0.25,no authority,2,0,0,2,1,NA,NA,4405.285059,2,0,0,5.73
Bosnia and Herzegovina,2007,346,BOS,Zeljko Komsic,1,0.28,0.31,0.25,no authority,1,0,0,2,1,NA,NA,4405.285059,2,0,0,5.73
Bosnia and Herzegovina,2008,346,BOS,Silajdzic,1,0.28,0.31,0.26,no authority,1,0,0,2,1,NA,NA,4664.091803,2,0,0,5.58
Bosnia and Herzegovina,2008,346,BOS,Radmanovic,1,0.28,0.31,0.26,no authority,1,1,0,2,1,NA,NA,4664.091803,2,0,0,5.58
Bosnia and Herzegovina,2008,346,BOS,Zeljko Komsic,1,0.28,0.31,0.26,no authority,2,0,0,2,1,NA,NA,4664.091803,2,0,0,5.58
Bosnia and Herzegovina,2009,346,BOS,Zeljko Komsic,1,0.28,0.32,0.27,no authority,1,0,0,2,1,NA,NA,4545.227666,2,0,0,-2.99
Bosnia and Herzegovina,2009,346,BOS,Radmanovic,1,0.28,0.32,0.27,no authority,2,0,0,2,1,NA,NA,4545.227666,2,0,0,-2.99
Bosnia and Herzegovina,2010,346,BOS,Zeljko Komsic,1,0.28,0.31,0.25,no authority,2,0,0,2,1,NA,NA,4614.829041,2,0,0,0.87
